ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
,,Canada,"Mar 12, 2020",,"Refers to hand washing with soap and water or hand sanitizing with alcoholic solutions, gels or tissues to maintain clean hands and fingernails. It should be performed frequently with soap and water for at least 15-20 seconds:
Before and after preparing food;
Before and after eating;
After using the toilet;
After coughing/sneezing into a tissue (or if non compliant with respiratory etiquette);
Before and after using a surgical/procedure mask and after removing gloves;
After handling body fluid-contaminated waste or laundry;
Whenever hands look dirty.
If soap and water are not available, hands can be cleaned with an alcohol-based hand sanitizer (ABHS) that contains at least 60% alcohol, ensuring that all surfaces of the hands are covered (e.g. front and back of hands as well as between fingers) and rubbed together until they feel dry. For visibly soiled hands, soiling should be removed with an alcohol-based hand wipe first, followed by use of ABHS.",,,,"individual hygiene, personal hygiene",,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/health-professionals/public-health-measures-mitigate-covid-19.html,,,,
,,Canada,"Mar 19, 2020",,"The NML tests seem to be used to confirm results found at the provincial level. So in terms of people tested, there is double counting here with the provincial figures. These figures are presented as if total tests were the sum of positive and negative tests. However the figures indicated in the source do not some to the total (628 positive plus 42,157 negative).",,,,testing numbers total,54956,https://ourworldindata.org/coronavirus-testing-source-data,,,,
,,Hong Kong,"Mar 29, 2020",,"Hong Kong reports 59 confirmed cases, bringing total to 641 confirmed cases. 43 people have travel history. ",,,,case reporting,,https://news.rthk.hk/rthk/ch/component/k2/1517625-20200330.htm,,,,
,,Hong Kong,"Mar 28, 2020",,"Kitchee announced on Saturday that all footballers of its first team will self-isolate and be tested for Covid-19, after the spouse of a staffer at the club tested positive for the coronavirus.",,,,"contact isolation - no symptoms, voluntary isolation",,https://news.rthk.hk/rthk/en/component/k2/1517483-20200328.htm?,,,,
,,Hong Kong,"Mar 28, 2020",,Officers had been put under quarantine after they were classified as close contacts of a policewoman who was confirmed with the coronavirus infection recently. They have been sent to quarantine centres in Fo Tan and Lei Yue Mun.,,,,"compulsory isolation, contact isolation - no symptoms, quarantine zone",,https://news.rthk.hk/rthk/en/component/k2/1517465-20200328.htm?,,,,
,,Hong Kong,"Mar 30, 2020",,"Three people who broke their quarantine conditions were jailed on Monday. 
Wong breached the quarantine order because he was bored staying indoors and hewas sentenced of six weeks in jail. 
Xie was sentenced to ten days in prison after he was caught trying to cross the border back to the mainland at the Shenzhen Bay crossing. 
A 31-year-old man was jailed for three months for giving a fake address when ordered to self-quarantine after returning from the mainland.",,,,"compulsory isolation, quaratine violation, sentence",,https://news.rthk.hk/rthk/en/component/k2/1517714-20200330.htm,,,,
,,Hong Kong,"Mar 27, 2020",,"Two medical staff had to be placed in quarantine after a patient they had attended, a 22-year-old policewoman  subsequently tested positive for the new coronavirus and refused to wear face mask.",,,,"compulsory isolation, contact isolation - no symptoms",,https://news.rthk.hk/rthk/en/component/k2/1517262-20200327.htm,,,,
,,Hong Kong,"Mar 27, 2020","Apr 12, 2020","The ban on more than four people getting together in public places will apply both indoors and outdoors for two weeks from Sunday, with offenders liable to a fine of up to HK$25,000 and six months in prison.
Restaurants are being ordered to slash the maximum number of customers they can host at any one time by 50 percent, with a cap of four people at each table, and with tables placed at least 1.5 metres apart from each other.
Cinemas, gyms, amusement game centres and other entertainment venues are being told to close from 6pm on Saturday.",,,,"indoor person density, limited nonessential business suspension, outdoor gatherings banned, restaurant limitations, social distancing advice",,https://news.rthk.hk/rthk/en/component/k2/1517200-20200327.htm,,,,
,,Hong Kong,"Mar 25, 2020",,"The 281 returnees from Hubei were allowed to go home to self-isolate for two weeks with phone based location tracing. Screening was done before departure. The government claimed none of them is tested positive or have symptoms. ",,,,"cluster isolation - no symptoms, domestic traveller screening, phone based location tracing",,https://news.rthk.hk/rthk/en/component/k2/1516849-20200325.htm https://news.rthk.hk/rthk/ch/component/k2/1516656-20200325.htm,,,,
,,Hong Kong,"Mar 26, 2020",,Around 120 people linked to four bars in Lan Kwai Fong and Wan Chai are to be quarantined after 16 coronavirus cases were tied to the entertainment venues.,,,,contact isolation - no symptoms,120,https://news.rthk.hk/rthk/en/component/k2/1517006-20200326.htm,,,,
,,Hong Kong,"Mar 25, 2020","Mar 31, 2020","The government has also proposed amending laws to prohibit 8,600 licenced restaurants and bars from selling alcohol in an effort to promote social distancing. Lam added the measure aims to prevent viral transmission in intimate settings.",,,,limited nonessential business suspension,,https://www.hongkongfp.com/2020/03/23/breaking-coronavirus-hong-kong-ban-foreign-visitors-entry/,,,,
,,Hong Kong,"Mar 05, 2020",,"Quotes Xu Deyi, deputy director of the Food and Health Bureau. “as of March 5, 5,271 laboratory samples have been completed, of which four were confirmed cases”",,,,testing numbers total,5271,https://ourworldindata.org/coronavirus-testing-source-data,,,,
,,Hong Kong,"Mar 20, 2020",,"Hong Kong has issued a red outbound travel alert for all countries and territories other than mainland China, Macau and Taiwan amid a surge in global coronavirus cases",,,,outbound travel warning,,https://www.hongkongfp.com/2020/03/17/breaking-coronavirus-hong-kong-issues-travel-alert-territories-apart-china-taiwan-macau/,,,,
,,Hong Kong,"Mar 20, 2020",,"People arriving in Hong Kong have been issued monitoring bracelets to track their whereabouts, but only a third had been activated. The bracelet contains a QR code that pairs up with a smartphone app which uses the strength of surrounding communications signals like Wi-Fi, Bluetooth and GPS to determine whether a person has left the prescribed location during their 14 days of quarantine. Another person said he called the hotline 12 times before an officer of the Department of Health picked up and told him to wait patiently for the verification code. (Low compliance) ",,,,"bracelet based location tracking, phone based location tracing",30,https://news.rthk.hk/rthk/en/component/k2/1515722-20200320.htm,,,,
,,Hong Kong,"Mar 25, 2020","Apr 08, 2020","- Hong Kong is to close its borders to many non-residents of the city for 14 days from Wednesday.
Non-residents arriving from the mainland, Macau or Taiwan will still be allowed in, as long as they hadn't been anywhere else in the world in the past 14 days. This applies to citizens as well as foreigners. But those coming from Macau and Taiwan will also have to go into quarantine for 14 days – a rule that had already been imposed on arrivals from everywhere else, including the mainland. In addition, Macau residents who have been in other countries over the past 14 days will still be allowed to fly into Hong Kong airport, but will be taken straight to their home city by coach.
",,,,"compulsory isolation, international travel ban - all countries, international traveller quarantine - all countries",," https://www.hongkongfp.com/2020/03/23/breaking-coronavirus-hong-kong-ban-foreign-visitors-entry/",,,,
,,Hong Kong,"Feb 08, 2020",,Visitors must isolate themselves in hotel rooms or government-run centres. Residents must stay inside their homes. Anyone caught flouting the new rules faces a fine and a prison sentence.,,,,"compulsory isolation, confirmed case isolation, quarantine zone",,https://www.bbc.com/news/world-asia-china-51419015,,,,
,,Hong Kong,"Mar 21, 2020","Apr 24, 2020","- The exams for the Hong Kong Diploma of Secondary Education will be postponed and oral exams cancelled. The key tests, which are a reference for university enrollment, will be pushed back to April 24 and schools will remain closed until further notice.
- Only essential government services will be in operation as of Monday. Libraries, museums and leisure facilities will close, after they reopened at the start of March, as Lam urged private sector employers to roll out work-from-home arrangements.
- The government will give two face masks per day to seniors at elderly homes",,,,"general nonessential business suspension, public announcement, public mask and hygiene supply, remote work, school closure, social distancing, very large event cancellation or postponement, waste water treatment",,https://www.hongkongfp.com/2020/03/21/breaking-civil-servants-work-remotely-school-exams-postponed-hong-kong-sees-spike-coronavirus-cases/,,,,
,,Hong Kong,"Mar 22, 2020",,"44 more confirmed, takes the total number of confirmed cases here to 317.
29 out of the 44 new cases had recently come back to Hong Kong from abroad, including nine students who had just returned to HK.",,,,"case reporting, imported case, local case",,https://news.rthk.hk/rthk/en/component/k2/1516113-20200322.htm,,,,
,,Hong Kong,"Mar 23, 2020",,"39 new virus patients on Mar 23, including a doctor from the Department of Health. Among the newly confirmed infections, at least 30 patients had been overseas recently, with some of them students, foreign domestic helpers and airline workers.
Those believed to have contracted the illness locally include a second musician working in the Lan Kwai Fong entertainment district, and a 32-year-old man who had recently visited the ICBC Tower branch of Pure Fitness.",,,,"case reporting, imported case, local case",,https://news.rthk.hk/rthk/en/component/k2/1516317-20200323.htm,,,,
,,Hong Kong,"Feb 03, 2020",,"The first coronavirus death in Hong Kong is recorded. The man who died infected his 72-year-old mother, marking Hong Kong’s first human-to-human transmission of the illness.
",,,,first death,,https://www.businessinsider.com.au/coronavirus-death-hong-kong-health-workers-strike-full-border-closure-2020-2,,,,
,,Hong Kong,"Mar 23, 2020",,The Hong Kong Football Association has announced that it will suspend its Hong Kong Premier League fixtures for three weeks because of the recent increase of Covid-19 infection cases in the city.,,,,sports cancellation,,https://news.rthk.hk/rthk/en/component/k2/1516285-20200323.htm,,,,
,,Hong Kong,"Feb 03, 2020",,"Hospital Authority Employees Alliance started a week-long strike on Monday. More than 2,500 hospital employees went on strike, demanding a complete closing of traffic from mainland China to lessen the risk of spreading coronavirus. ",,,,activism for stricter measures,,https://www.afr.com/world/asia/hong-kong-reports-first-virus-death-as-health-workers-step-up-strike-20200204-p53xpe,,,,
,,Hong Kong,"Mar 23, 2020",,"The government said five people who breached the new compulsory quarantine measures - including two who removed or cut off electronic wristbands - have been detained and sent to quarantine centres and police are looking for 36 people who left their homes without permission. It urged members of the public to report any breaches of quarantine.
It said offenders face a maximum prison term of six months and a HK$25,000 fine. Meanwhile, 36 people have left their dwelling places without permission. Police have placed them on the wanted list and will continue to search for them.",,,,"bracelet based location tracking, low compliance",,https://news.rthk.hk/rthk/en/component/k2/1516151-20200322.htm,,,,
674,,Hong Kong,"Feb 25, 2020","Apr 20, 2020","The Education Bureau announced today (February 25) that class suspension of all schools will be extended to the end of schools' Easter holidays, that is, schools would resume classes on April 20 the earliest. However, the exact date of class resumption is subject to further assessment.",,,,school closure,,https://www.info.gov.hk/gia/general/202001/25/P2020012500583.htm,,,,
